frames,millis,radial,angular
1124,19006.88000000082,74.2024258363566,-0.6515871859228575
1125,19022.909999941476,77.42092740338364,-0.6202494859828215
1126,19040.094999945723,70.45565981523414,-0.6037493333974364
1127,19057.879999978468,70.45565981523414,-0.6037493333974364
1128,19073.31999996677,38.600518131237564,-0.6383198080090458
1129,19090.564999962226,24.20743687382041,-0.668289418830584
1130,19107.379999943078,12.806248474865697,-0.6747409422235527
1131,19123.580000014044,8.48528137423857,-0.7853981633974483
1132,19141.429999959655,5,-0.6435011087932844
1133,19157.929999986663,1.4142135623730951,-0.7853981633974483
1134,19172.705000033602,0,0
1135,19189.920000033453,0,0
1136,19205.53999999538,0,0
1137,19222.68999996595,0,0
1138,19239.719999954104,0,0
1139,19255.424999981187,0,0
1140,19274.03999993112,3.605551275463989,-0.5880026035475675
1141,19291.375000029802,8.48528137423857,-0.7853981633974483
1142,19306.065000011586,13.601470508735444,-0.628796286415433
1143,19323.209999944083,10,-0.6435011087932844
1144,19338.89499993529,15.811388300841896,-0.6055446636049701
1145,19356.499999994412,10.816653826391969,-0.5880026035475675
1146,19373.629999929108,9.433981132056603,-0.5585993153435624
1147,19389.18499997817,6.708203932499369,-0.4636476090008061
1148,19407.780000008643,5.830951894845301,-0.5404195002705842
1149,19422.460000030696,4.47213595499958,-0.4636476090008061
1150,19439.464999944903,2.8284271247461903,-0.7853981633974483
1151,19456.969999941066,1,0
1152,19473.879999946803,0,0
1153,19490.200000000186,0,0
1154,19507.42999999784,0,0
1155,19522.265000035986,0,0
1156,19539.65499997139,0,0
1157,19556.634999928065,1,0
1158,19573.87999992352,1,0
1159,19589.00999999605,2,0
1160,19605.875000008382,1.4142135623730951,-0.7853981633974483
1161,19624.330000020564,1,0
1162,19640.914999996312,1,0
1163,19655.50999995321,0,0
1164,19673.229999956675,1,0
1165,19689.69000002835,9.848857801796104,-0.41822432957922906
1166,19706.9050000282,26.419689627245813,-0.5144513130590277
1167,19724.429999943823,44.94441010848846,-0.5633162614919681
1168,19741.799999959767,76.02631123499285,-0.6171913915403622
1169,19756.38000003528,81.05553651663777,-0.6805212246672144
1170,19775.209999992512,87.45856161634491,-0.6800980338334002
1171,19789.905000012368,82.46211251235322,-0.6823165548747481
1172,19806.349999969825,120.42009799032718,-0.6617715008413478
1173,19823.59499996528,78.60025445251433,-0.6409565850228043
1174,19838.99499999825,72.11102550927978,-0.5880026035475675
1175,19855.740000028163,36.359317925395686,-0.549853182676585
1176,19873.090000008233,41.340053217188775,-0.5611634122883522
1177,19890.904999920167,26.92582403567252,-0.5467888408892474
1178,19906.79999999702,18.867962264113206,-0.5585993153435624
1179,19923.654999933206,8.94427190999916,-0.4636476090008061
1180,19939.679999952205,9.848857801796104,-0.41822432957922906
1181,19956.37499995064,6.324555320336759,-0.3217505543966422
1182,19972.86500001792,5.830951894845301,-0.5404195002705842
1183,19990.170000004582,3.1622776601683795,-0.3217505543966422
1184,20007.125000003725,1,0
1185,20022.534999996424,0,0
1186,20040.169999934733,0,0
1187,20057.064999942668,0,0
1188,20072.414999944158,0,0
1189,20088.705000001937,0,0
1190,20105.830000014976,0,0
1191,20122.084999922663,0,0
1192,20139.33499995619,0,0
1193,20156.39499993995,0,0
1194,20173.204999999143,0,0
1195,20190.17499999609,7.0710678118654755,-0.7853981633974483
1196,20207.319999928586,21.95449840010015,-0.5247957716501074
1197,20222.62499993667,45.27692569068709,-0.5328438876193887
1198,20240.529999951832,70.49113419430843,-0.5525843502907141
1199,20256.760000018403,100.84641788382967,-0.5302157727766299
1200,20272.310000029393,88.83692925805124,-0.5442804849459799
1201,20290.21999996621,85.23496934944014,-0.5424315699899499
1202,20306.280000018887,65,-0.5325040983018507
1203,20323.11999995727,61.85466837676846,-0.6014547068602731
1204,20339.840000029653,54.405882034941776,-0.628796286415433
1205,20356.23499995563,48.91829923454004,-0.7130608328588534
1206,20373.62500000745,53.150729063673246,-0.7188299996216245
1207,20389.75999993272,31.240998703626616,-0.6947382761967033
1208,20407.219999935478,21.93171219946131,-0.7531512809621944
1209,20423.31500002183,17.69180601295413,-0.7454194762741583
1210,20440.82499993965,13.601470508735444,-0.628796286415433
1211,20457.374999998137,17.029386365926403,-0.702256931509007
1212,20474.649999989197,20.518284528683193,-0.7509290623979403
1213,20491.314999992028,21.400934559032695,-0.6528466311007742
1214,20507.044999976642,14.212670403551895,-0.6857295109062863
1215,20523.27000000514,11.40175425099138,-0.6610431688506868
1216,20539.185000001453,6.324555320336759,-0.3217505543966422
1217,20557.049999944866,3.605551275463989,-0.5880026035475675
1218,20572.56000000052,2.23606797749979,-0.4636476090008061
1219,20590.014999965206,0,0
1220,20606.589999981225,0,0
1221,20622.749999980442,0,0
1222,20638.930000015534,0,0
1223,20656.439999933355,2,0
1224,20672.739999950863,4.242640687119285,-0.7853981633974483
1225,20691.17499992717,5.830951894845301,-0.5404195002705842
1226,20706.15500002168,16.55294535724685,-0.43662715981354133
1227,20723.200000007637,34.438350715445125,-0.45066132608063364
1228,20740.254999953322,65.30696746902278,-0.44310255496740586
1229,20756.599999964237,127.63228431709588,-0.5162306706117478
1230,20772.129999939352,87.98295289429652,-0.55016578035318
1231,20790.369999944232,86.82165628459296,-0.5720295212456403
1232,20807.189999963157,88.48163651289458,-0.6005411313790076
1233,20823.465000023134,86.45229898620394,-0.5205808334916595
1234,20839.44499993231,75.17978451685,-0.49934672168013006
1235,20856.949999928474,45.17742799230607,-0.483447001567199
1236,20873.84499993641,49.24428900898052,-0.5090708884223831
1237,20890.619999961928,40.70626487409524,-0.4856220932974687
1238,20906.32499998901,33.60059523282288,-0.6375487981386927
1239,20923.444999963976,29.832867780352597,-0.690446457054692
1240,20939.69000002835,14.866068747318506,-0.7378150601204649
1241,20956.054999958724,7.211102550927978,-0.5880026035475675
1242,20974.059999920428,5,-0.6435011087932844
1243,20989.925000001676,3.605551275463989,-0.5880026035475675
1244,21006.869999924675,9.219544457292887,-0.7086262721276703
1245,21022.57999998983,6.708203932499369,-1.1071487177940904
1246,21039.385000010952,5.656854249492381,-0.7853981633974483
1247,21055.82999996841,2.23606797749979,-1.1071487177940904
1248,21073.29500000924,3.1622776601683795,-1.2490457723982544
1249,21089.404999976978,5,-0.9272952180016122
1250,21105.924999923445,9.433981132056603,-1.0121970114513341
1251,21122.719999984838,6.708203932499369,-1.1071487177940904
1252,21140.439999988303,9.219544457292887,-0.8621700546672264
1253,21156.319999950938,2.23606797749979,-1.1071487177940904
1254,21174.08499994781,1.4142135623730951,-0.7853981633974483
1255,21190.89999992866,0,0
1256,21207.014999934472,0,0
1257,21224.025000003166,1,0
1258,21243.2699999772,2,0
1259,21257.01499998104,6.4031242374328485,-0.6747409422235527
1260,21273.94500002265,19.1049731745428,-0.8224182792713783
1261,21290.625000023283,42.638011210655684,-0.6857295109062863
1262,21306.884999969043,60.30754513325841,-0.7032306410357483
1263,21323.19499994628,157.20050890502867,-0.6409565850228043
1264,21339.649999979883,103.60019305001319,-0.6415706092609995
1265,21357.049999991432,117.64352935882194,-0.6162969373960713
1266,21373.76500002574,120.60265337047937,-0.6501345106680229
1267,21390.389999956824,86.05230967266364,-0.6783706903480741
1268,21406.974999932572,101.82828683622247,-0.6670723808919152
1269,21423.594999941997,79.02531240052139,-0.6688121579361327
1270,21440.829999977723,64.35060217278468,-0.5750722897323907
1271,21457.154999952763,51.62363799656123,-0.5503859476767912
1272,21473.325000028126,29.427877939124322,-0.1707352114752828
1273,21490.7050000038,31,0
1274,21506.934999953955,12,0
1275,21522.494999924675,10,0
1276,21539.15500000585,10,0
1277,21557.29499994777,6,0
1278,21573.489999980666,5,0
1279,21589.9849999696,5,0
1280,21608.1449999474,3,0
1281,21623.915000003763,1,0
1282,21640.744999982417,1,0
1283,21656.079999986105,0,0
1284,21673.47499995958,0,0
1285,21689.079999923706,0,0
1286,21706.795000005513,32.64965543462902,-0.6986598247214632
1287,21722.60500001721,46.861498055439924,-0.6947382761967033
1288,21740.57499994524,73,-0.7175413405411444
1289,21755.92499994673,74.41102068914255,-0.7188299996216245
1290,21774.299999931827,73.7563556583431,-0.7086262721276703
1291,21789.87999993842,69.35416353759881,-0.7446044805295828
1292,21807.440000004135,112.0446339634344,-0.709594326036309
1293,21824.320000014268,64.81512169239521,-0.6651026864694942
1294,21839.64499994181,77.42092740338364,-0.6202494859828215
1295,21856.539999949746,42.43819034784589,-0.6010737544977494
1296,21872.38499999512,48.25971404805462,-0.5937496667107711
1297,21889.880000031553,53.33854141237835,-0.5307734972029069
1298,21906.489999964833,48.010415536631214,-0.6226707887570673
1299,21923.59000002034,26.40075756488817,-0.6510767214444797
1300,21939.759999979287,29.832867780352597,-0.690446457054692
1301,21958.06500001345,25.612496949731394,-0.6747409422235527
1302,21975.23999994155,19.849433241279208,-0.714090698612158
1303,21989.375000004657,20.615528128088304,-0.6823165548747481
1304,22007.209999952465,22.67156809750927,-0.722979353401491
1305,22023.019999964163,24.20743687382041,-0.668289418830584
1306,22039.289999986067,15.556349186104045,-0.7853981633974483
1307,22057.46999999974,14.866068747318506,-0.8329812666744317
1308,22073.039999930188,10,-0.6435011087932844
1309,22089.380000019446,13.601470508735444,-0.628796286415433
1310,22106.829999946058,8.602325267042627,-0.6202494859828215
1311,22124.190000002272,12.806248474865697,-0.6747409422235527
1312,22139.10000002943,8.06225774829855,-0.5191461142465229
1313,22156.499999924563,9.433981132056603,-0.5585993153435624
1314,22172.874999931082,7.615773105863909,-0.4048917862850834
1315,22190.154999960214,5.0990195135927845,-0.19739555984988078
1316,22207.174999988638,6.082762530298219,-0.16514867741462683
1317,22223.85499998927,5,0
1318,22239.494999987073,5.0990195135927845,-0.19739555984988078
1319,22255.914999987,4.123105625617661,-0.24497866312686414
1320,22272.969999932684,3,0
1321,22290.374999982305,1,0
1322,22306.205000029877,1,0
1323,22323.05499992799,5,-0.9272952180016122
1324,22339.964999933727,12.206555615733702,-0.6107259643892086
1325,22355.72500003036,18.027756377319946,-0.5880026035475675
1326,22372.704999987036,38.8329756778952,-0.6022873461349642
1327,22390.260000014678,66.24198064671678,-0.504165961479153
1328,22406.635000021197,81.6333265278342,-0.5404195002705842
1329,22422.819999977946,70.49113419430843,-0.5525843502907141
1330,22439.42499998957,99.98499887483122,-0.5352737480901593
1331,22456.419999944046,134.6291201783626,-0.5467888408892474
1332,22472.59999997914,80.44874144447506,-0.6086893073274118
1333,22490.385000011884,78.24321056807422,-0.6767369475568605
1334,22506.939999992028,74.41102068914255,-0.7188299996216245
1335,22523.399999947287,68.6804193347711,-0.7338973524462228
1336,22539.37999997288,35.35533905932738,-0.7853981633974483
1337,22556.574999936856,22.627416997969522,-0.7853981633974483
1338,22572.625000029802,20.518284528683193,-0.7509290623979403
1339,22590.214999974705,11.313708498984761,-0.7853981633974483
1340,22607.279999996535,5.656854249492381,-0.7853981633974483
1341,22623.395000002347,2.8284271247461903,-0.7853981633974483
1342,22639.755000011064,1.4142135623730951,-0.7853981633974483
1343,22657.239999971353,1,0
1344,22672.995000029914,0,0
1345,22689.110000035726,0,0
1346,22706.679999944754,0,0
1347,22722.47999999672,0,0
1348,22738.84000000544,0,0
1349,22756.019999971613,0,0
1350,22773.12000002712,1,0
1351,22789.37999997288,0,0
1352,22805.634999996983,0,0
1353,22822.56499992218,0,0
1354,22840.489999973215,2.23606797749979,-0.4636476090008061
1355,22856.404999969527,5.830951894845301,-0.5404195002705842
1356,22873.674999922514,10.295630140987,-0.507098504392337
1357,22889.94499994442,32.64965543462902,-0.4773453823736719
1358,22905.505000031553,47.885279575251516,-0.5010133868035895
1359,22923.394999932498,91.0659101969557,-0.5423027372156047
1360,22939.36499999836,63.812224534175265,-0.5619215622568153
1361,22956.119999988005,85.14693182963201,-0.5847452860775617
1362,22974.55499996431,80.44874144447506,-0.6086893073274118
1363,22989.75499998778,76.60939890117922,-0.6278365938117894
1364,23005.829999921843,73.49829930005184,-0.5917761705415029
1365,23023.35499995388,72.11102550927978,-0.5880026035475675
1366,23039.074999978766,80.2122185206219,-0.6260465224935314
1367,23057.13500001002,45.803929962395145,-0.6304014214735073
1368,23072.649999987334,31.400636936215164,-0.6498704494119476
1369,23089.015000034124,12.206555615733702,-0.6107259643892086
1370,23111.23999999836,12.206555615733702,-0.6107259643892086
1371,23122.179999947548,8.54400374531753,-0.3587706702705722
1372,23140.78499993775,6.4031242374328485,-0.6747409422235527
1373,23156.75999992527,3.605551275463989,-0.5880026035475675
1374,23172.789999982342,2.23606797749979,-0.4636476090008061
1375,23189.569999929518,0,0
1376,23207.144999993034,0,0
1377,23222.1150000114,0,0
1378,23240.01499998849,1,0
1379,23255.684999981895,0,0
1380,23271.88000001479,0,0
1381,23288.69499999564,0,0
1382,23305.734999943525,0,0
1383,23323.889999999665,2.23606797749979,-0.4636476090008061
1384,23341.015000012703,4.242640687119285,-0.7853981633974483
1385,23356.384999933653,11.661903789690601,-0.5404195002705842
1386,23372.93499999214,25.80697580112788,-0.6202494859828215
1387,23389.424999943003,38.27531841800928,-0.5807563535676704
1388,23406.80999995675,75.16648189186454,-0.5769329450174606
1389,23424.01499999687,51.62363799656123,-0.5503859476767912
1390,23438.8349999208,54.644304369257,-0.6032298529246849
1391,23456.520000007004,54.405882034941776,-0.628796286415433
1392,23473.349999985658,58.60034129593445,-0.6400881527617461
1393,23489.910000003874,58.412327466040935,-0.6640461628266846
1394,23505.494999932125,56.61271941887264,-0.6223028711872075
1395,23523.589999997057,51.40038910358559,-0.6473921397399288
1396,23539.585000020452,54.037024344425184,-0.6805212246672144
1397,23555.850000004284,64.66065264130884,-0.6868176497586452
1398,23573.009999934584,66.52818951391959,-0.7428706287776641
1399,23589.27999995649,80.72174428244226,-0.7328151017865066
1400,23606.589999981225,45.45327270945405,-0.6919213822388589
1401,23624.85999998171,33.83784863137726,-0.5961991412974801
1402,23639.904999989085,21.95449840010015,-0.5247957716501074
1403,23655.55999998469,10.816653826391969,-0.5880026035475675
1404,23672.829999937676,12.529964086141668,-0.49934672168013006
1405,23689.98000002466,5.656854249492381,-0.7853981633974483
1406,23705.480000004172,2.8284271247461903,-0.7853981633974483
1407,23722.779999952763,1,0
1408,23739.27999997977,0,0
1409,23755.37000002805,0,0
1410,23772.119999979623,0,0
1411,23789.51000003144,0,0
1412,23805.865000002086,0,0
1413,23821.714999969117,0,0
1414,23839.12000001874,1,0
1415,23857.134999940172,1.4142135623730951,-0.7853981633974483
1416,23873.23499994818,2.23606797749979,-1.1071487177940904
1417,23888.97500000894,5.830951894845301,-0.5404195002705842
1418,23906.254999921657,17,-0.4899573262537283
1419,23923.695000004955,35.35533905932738,-0.5016040541891205
1420,23939.27500001155,54.91812087098393,-0.5779019369622457
1421,23956.279999925755,115.80155439371269,-0.6383198080090458
1422,23973.694999935105,75.6042326857432,-0.6540827244143603
1423,23988.769999938086,65.45991139621256,-0.6007137833109938
1424,24005.475000012666,62.64982043070834,-0.49934672168013006
1425,24022.800000035204,59.93329625508679,-0.4487233440107211
1426,24039.45499996189,54.120236510939236,-0.4801750296035269
1427,24056.089999969117,52.478567053607705,-0.5404195002705842
1428,24072.509999969043,48.60041152089147,-0.6393859056861729
1429,24090.1699999813,33.97057550292606,-0.7437555842988599
1430,24106.180000002496,38.2099463490856,-0.7483780475235183
1431,24122.704999987036,31.89043743820395,-0.7188299996216245
1432,24139.04499995988,30,-0.6435011087932844
1433,24157.41500002332,36.359317925395686,-0.549853182676585
1434,24173.52499999106,26.40075756488817,-0.6510767214444797
1435,24189.079999923706,17.029386365926403,-0.702256931509007
1436,24208.639999968,14.866068747318506,-0.7378150601204649
1437,24227.064999984577,9.899494936611665,-0.7853981633974483
1438,24240.119999973103,12.727922061357855,-0.7853981633974483
1439,24257.97999999486,10,-0.6435011087932844
1440,24272.5700000301,10,-0.6435011087932844
1441,24289.894999936223,9.899494936611665,-0.7853981633974483
1442,24305.84499996621,7.211102550927978,-0.982793723247329
1443,24323.374999919906,4.242640687119285,-0.7853981633974483
1444,24339.539999957196,2.23606797749979,-0.4636476090008061
1445,24355.764999985695,1,0
1446,24373.76500002574,0,0
1447,24389.974999940023,0,0
1448,24406.354999984615,0,0
1449,24422.060000011697,1,0
1450,24440.0499999756,3.605551275463989,-0.5880026035475675
1451,24455.514999921434,13.038404810405298,-0.5667292175235064
1452,24474.184999940917,37.013511046643494,-0.6705215579805492
1453,24490.604999940842,62.80127387243033,-0.6498704494119476
1454,24506.044999929145,80.44874144447506,-0.6086893073274118
1455,24522.5700000301,89.30845424706443,-0.5942137038004338
1456,24539.224999956787,133.98880550254935,-0.5673016273064384
1457,24557.359999977052,84.38009243891595,-0.5485494024505281
1458,24573.574999929406,88.83692925805124,-0.5442804849459799
1459,24588.849999941885,81.83520025025906,-0.5676664243718796
1460,24607.31999995187,72.11102550927978,-0.5880026035475675
1461,24622.66999995336,40.22437072223753,-0.6086893073274118
1462,24640.619999961928,42.80186911806539,-0.6528466311007742
1463,24656.820000032894,29.832867780352597,-0.690446457054692
1464,24672.91500000283,25.612496949731394,-0.6747409422235527
1465,24689.4349999493,12.806248474865697,-0.6747409422235527
1466,24705.650000018068,14.212670403551895,-0.6857295109062863
1467,24724.069999996573,10.63014581273465,-0.7188299996216245
1468,24740.00500002876,2.23606797749979,-0.4636476090008061
1469,24755.83999999799,1.4142135623730951,-0.7853981633974483
1470,24772.77999999933,0,0
1471,24789.074999978766,0,0
1472,24805.719999945723,0,0
1473,24823.19499994628,0,0
1474,24840.17999994103,0,0
1475,24855.849999934435,0,0
1476,24873.41000000015,0,0
1477,24889.46999993641,0,0
1478,24905.84499994293,2,0
1479,24922.524999943562,2.8284271247461903,-0.7853981633974483
1480,24939.15999995079,11.661903789690601,-0.5404195002705842
1481,24958.0399999395,25,-0.6435011087932844
1482,24972.46499999892,46.04345773288535,-0.6000502134017536
1483,24990.200000000186,99.29753269845128,-0.5991753229863068
1484,25005.359999951907,63.51377803280167,-0.5836358190771612
1485,25022.1550000133,83.23460818673925,-0.6146629519221656
1486,25038.869999931194,83.81527307120105,-0.6244103496266409
1487,25056.639999966137,80.99382692526635,-0.5743048301747018
1488,25073.259999975562,74.62573282722254,-0.5657014686561777
1489,25090.115000028163,74.94664769020693,-0.5472843809874369
1490,25105.654999963008,126.19429464123962,-0.5880026035475675
1491,25122.695000027306,75,-0.6435011087932844
1492,25139.284999924712,66.40030120413611,-0.6465131478772352
1493,25156.439999933355,35.608987629529715,-0.6659692373791098
1494,25173.27499995008,47.80167361086848,-0.6518691143055769
1495,25188.854999956675,32.449961479175904,-0.5880026035475675
1496,25206.000000005588,16.401219466856727,-0.6556956262415362
1497,25223.349999985658,14.866068747318506,-0.7378150601204649
1498,25239.919999963604,8.602325267042627,-0.6202494859828215
1499,25256.89499999862,3.605551275463989,-0.5880026035475675
1500,25272.32999994885,2.23606797749979,-1.1071487177940904
1501,25289.340000017546,3.605551275463989,-0.5880026035475675
1502,25306.849999935366,1.4142135623730951,-0.7853981633974483
1503,25322.440000018105,1.4142135623730951,-0.7853981633974483
1504,25339.50499992352,1,0
1505,25355.474999989383,0,0
1506,25372.029999969527,0,0
1507,25390.76500001829,0,0
1508,25406.719999969937,0,0
1509,25422.949999920093,1,0
1510,25439.314999966882,5.656854249492381,-0.7853981633974483
1511,25455.755000002682,11.40175425099138,-0.6610431688506868
1512,25473.824999993667,45.48626166217664,-0.5819051181398855
1513,25489.379999926314,38.600518131237564,-0.6383198080090458
1514,25506.28999993205,48.02082881417188,-0.5475622359399975
1515,25522.72499992978,97.09788875150684,-0.5651494400067594
1516,25539.02999998536,68.79680225126747,-0.5678440442634399
1517,25556.7850000225,84.90583018850944,-0.5585993153435624
1518,25575.124999973923,77.10382610480494,-0.5915997103351114
1519,25591.13499999512,72.42237223399962,-0.6186443509247471
1520,25606.744999997318,64.81512169239521,-0.6651026864694942
1521,25626.135000027716,74.4043009509531,-0.6327488350021832
1522,25638.745000003837,74.2024258363566,-0.6515871859228575
1523,25656.169999972917,65,-0.5325040983018507
1524,25672.44999995455,59.682493245507096,-0.5461665634337877
1525,25690.18999999389,31.622776601683793,-0.6055446636049701
1526,25706.219999934547,23.600847442411894,-0.6350267353903137
1527,25722.420000005513,10.816653826391969,-0.5880026035475675
1528,25740.35500001628,9.219544457292887,-0.7086262721276703
1529,25756.474999943748,4.242640687119285,-0.7853981633974483
1530,25772.385000018403,1.4142135623730951,-0.7853981633974483
1531,25789.02999998536,1.4142135623730951,-0.7853981633974483
1532,25806.050000013784,4.242640687119285,-0.7853981633974483
1533,25822.715000016615,6.4031242374328485,-0.6747409422235527
1534,25839.350000023842,6.4031242374328485,-0.6747409422235527
1535,25856.670000008307,7.810249675906654,-0.6947382761967033
1536,25873.720000032336,2.23606797749979,-0.4636476090008061
1537,25890.69000002928,1.4142135623730951,-0.7853981633974483
1538,25905.279999948107,1,0
1539,25922.42499999702,0,0
1540,25938.729999936186,0,0
1541,25955.61499998439,1,0
1542,25973.69000001345,2.23606797749979,-0.4636476090008061
1543,25989.39999996219,2.23606797749979,-0.4636476090008061
1544,26007.480000029318,2.23606797749979,-0.4636476090008061
1545,26022.559999953955,12.806248474865697,-0.6747409422235527
1546,26039.549999986775,30.805843601498726,-0.6240230529767569
1547,26055.7699999772,129.84991336154215,-0.5602319669541466
1548,26073.414999991655,98.2700361249552,-0.5456550545269917
1549,26088.714999961667,120.65239326262865,-0.5788074604092808
1550,26106.189999962226,145.8012345626744,-0.6393859056861729
1551,26122.32500000391,152.75143207184672,-0.6880325929697064
1552,26139.04999999795,93.72299611087985,-0.6947382761967033
1553,26155.58499994222,107.00467279516349,-0.6528466311007742
1554,26172.84000001382,81.02468759581859,-0.618814766737685
1555,26189.294999931008,36.235341863986875,-0.48833395105640554
1556,26205.994999967515,35.35533905932738,-0.5016040541891205
1557,26223.179999971762,17.88854381999832,-0.4636476090008061
1558,26241.47000000812,5.830951894845301,-0.5404195002705842
1559,26257.699999958277,1.4142135623730951,-0.7853981633974483
1560,26272.699999972247,1,0
1561,26289.634999935515,0,0
1562,26305.984999984503,0,0
1563,26322.749999933876,1.4142135623730951,-0.7853981633974483
1564,26340.88499995414,1,0
1565,26357.369999983348,2.23606797749979,-0.4636476090008061
1566,26372.695000027306,4.47213595499958,-0.4636476090008061
1567,26389.904999989085,8.94427190999916,-0.4636476090008061
1568,26405.829999945126,17.204650534085253,-0.6202494859828215
1569,26423.04000002332,32.802438933713454,-0.6556956262415362
1570,26440.24000002537,26.40075756488817,-0.6510767214444797
1571,26456.57499996014,37.44329045369811,-0.5954098754787326
1572,26472.61499997694,41.048751503547585,-0.5947592574833528
1573,26489.334999932908,58.52349955359813,-0.5785242144177052
1574,26506.099999998696,76.00657866263946,-0.5697564534829784
1575,26522.72499992978,125.64234954823155,-0.5813801838048998
1576,26540.284999995492,111.51681487560519,-0.5681047324744273
1577,26556.10499996692,107.37783756436893,-0.559586481854093
1578,26572.849999996834,114.28035701729323,-0.573440526154829
1579,26589.109999942593,88.75246475450696,-0.584877613720034
1580,26606.034999946132,144.5060552364502,-0.5784059691776273
1581,26622.574999928474,53.25410782277739,-0.5984188934785372
1582,26639.014999964274,51.31276644267,-0.5771922138734609
1583,26656.10999998171,35.805027579936315,-0.6267429012110469
1584,26673.31500002183,14.422205101855956,-0.5880026035475675
1585,26689.269999973476,10.295630140987,-0.507098504392337
1586,26706.51499996893,4.47213595499958,-0.4636476090008061
1587,26723.92999997828,1,0
1588,26740.140000008978,0,0
1589,26755.92000002507,0,0
1590,26773.589999997057,0,0
1591,26790.574999991804,1,0
1592,26805.724999983795,1,0
1593,26822.69499998074,1,0
1594,26839.374999981374,1.4142135623730951,-0.7853981633974483
1595,26855.72999995202,2.23606797749979,-0.4636476090008061
1596,26872.704999987036,10,-0.6435011087932844
1597,26890.049999929033,24.413111231467404,-0.6107259643892086
1598,26905.84000002127,59.64059020499378,-0.6066051085945269
1599,26923.369999974966,81.6333265278342,-0.5404195002705842
1600,26939.6499999566,128.50291825480073,-0.5123894603107377
1601,26956.844999920577,106.47065323364932,-0.4888523543277479
1602,26972.95500000473,173.7728402253931,-0.5177185634675087
1603,26989.029999938793,120.22063050907694,-0.5418460328264589
1604,27005.92499994673,118.72657663724664,-0.5693131911006619
1605,27024.08000000287,76.27581530209953,-0.5989112617302316
1606,27038.85499993339,83.81527307120105,-0.6244103496266409
1607,27056.11499992665,67.20119046564577,-0.6375487981386927
1608,27074.42999992054,42.80186911806539,-0.6528466311007742
1609,27089.024999993853,28.42534080710379,-0.6857295109062863
1610,27106.279999949038,22.80350850198276,-0.6610431688506868
1611,27123.15999995917,12.206555615733702,-0.6107259643892086
1612,27139.214999973774,4.242640687119285,-0.7853981633974483
1613,27155.82500002347,2.23606797749979,-0.4636476090008061
1614,27174.185000010766,1,0
1615,27189.76500001736,0,0
1616,27207.345000002533,0,0
1617,27223.009999957867,0,0
1618,27238.619999960065,0,0
1619,27256.219999981113,0,0
1620,27272.90500001982,0,0
1621,27288.944999920204,1,0
1622,27306.549999979325,1,0
1623,27322.88500003051,2.23606797749979,-0.4636476090008061
1624,27340.190000017174,10,-0.6435011087932844
1625,27357.16999997385,24.758836806279895,-0.7568345055586883
1626,27374.04499994591,78.60025445251433,-0.6409565850228043
1627,27390.864999964833,104.86181383134664,-0.6091634656607725
1628,27406.8500000285,101.01980003939822,-0.6237017162268915
1629,27423.169999965467,98.18350166906862,-0.5823529461439831
1630,27440.575000015087,107.41508273980894,-0.6267429012110469
1631,27456.104999990202,73.81734213584231,-0.6218242878305899
1632,27473.059999989346,95.2102935611481,-0.628796286415433
1633,27490.585000021383,80.2122185206219,-0.6260465224935314
1634,27506.1149999965,62.42595614005443,-0.6146629519221656
1635,27522.784999920987,53.53503525729669,-0.5724598138180512
1636,27540.180000010878,61.032778078668514,-0.6107259643892086
1637,27556.92000000272,36.40054944640259,-0.6489955589965009
1638,27573.764999979176,18.439088914585774,-0.7086262721276703
1639,27590.904999990016,12.806248474865697,-0.6747409422235527
1640,27605.740000028163,6.4031242374328485,-0.6747409422235527
1641,27623.339999932796,1.4142135623730951,-0.7853981633974483
1642,27640.354999923147,1,0
1643,27656.055000028573,0,0
1644,27672.42499999702,0,0
1645,27689.675000030547,0,0
1646,27706.464999937452,1,0
1647,27723.36499998346,2,0
1648,27739.62499992922,10.816653826391969,-0.5880026035475675
1649,27756.88000000082,13.892443989449804,-0.5280744484263598
1650,27772.490000003017,9.433981132056603,-0.5585993153435624
1651,27789.29500002414,10.295630140987,-0.507098504392337
1652,27807.20999999903,5.385164807134504,-0.3805063771123649
1653,27823.58500000555,2.23606797749979,-0.4636476090008061
1654,27840.304999961518,0,0
1655,27855.46999995131,0,0
1656,27872.889999998733,0,0
1657,27889.369999989867,0,0
1658,27907.355000032112,1.4142135623730951,-0.7853981633974483
1659,27922.595000010915,1.4142135623730951,-0.7853981633974483
1660,27941.16499996744,5,-0.6435011087932844
1661,27956.520000007004,10.295630140987,-0.507098504392337
1662,27972.784999990836,28.653097563788805,-0.5104883219167758
1663,27990.690000005998,81.30190649671138,-0.5572955351175055
1664,28007.084999931976,110.11357772772621,-0.5980778293717074
1665,28023.534999927506,130.80137613954986,-0.6389139850038872
1666,28040.589999989606,141.65097952361643,-0.6703308274850553
1667,28057.124999933876,149.40214188558343,-0.7333126141832697
1668,28073.039999930188,140.07141035914503,-0.7551044034786732
1669,28089.3699999433,80.05623023850174,-0.7235303175330683
1670,28105.789999943227,85.0411665018772,-0.7188299996216245
1671,28123.174999956973,61.220911460055866,-0.6696389456766376
1672,28140.96500002779,19.4164878389476,-0.6022873461349642
1673,28155.70999996271,13.601470508735444,-0.628796286415433
1674,28172.44999995455,7.810249675906654,-0.6947382761967033
1675,28189.045000006445,2.23606797749979,-0.4636476090008061
1676,28205.695000011474,0,0
